"id";"name";"num_affiliation";"primary_color";"secondary_color";"city"
17330;"MONTS DU LYONNAIS FOOT";560528;"";"";""
17331;"GJ ELAN SPORTIF NORD MACONNAIS";560529;"";"";""
17332;"FOOTBALL CLUB MEYS GREZIEU";560530;"";"";""
17333;"GJ 3 RIVIERES";560531;"";"";""
17334;"ET. S. VAL DE VEUDE";560533;"#000000";"";""
17335;"L  ÉTOILE ROUGE DE LA TRIMOUILLE ";560534;"";"";""
17336;"INTER BOCAGE FOOTBALL CLUB";560535;"#092669";"#ffffff";""
17338;"ASSOCIATION SPORTIF CULTURELLE MAHORAISE";560537;"";"";""
17339;"G.J. E.S. GARONNAISE";560538;"#006400";"#ffffff";""
17342;"ASSOCIATION DES CITOYENS BIGOURDANS DE MAYOTTE";560539;"";"";""
17343;"AVENIR DU GOËLO PLOURIVO FOOTBALL CLUB";560540;"";"";""
17344;"ESPOIR CLUB LAIQUE SAINT CHRISTOPHE";560541;"";"";""
17345;"AMICALE DES AGENTS DE LA RATP DOM TOM";660542;"";"";""
17346;"UNION SPORTIVE ET CULTURELLE D¿ARNOUVILLE";560543;"";"";""
17347;"MANTES CITY";560545;"";"";""
17348;"FC LUCHA 75";560546;"";"";""
17349;"FC VOLTR PARIS SOUTH DISTRICT";560548;"";"";""
17350;"POWER FUTSAL MADA";560549;"";"";""
17351;"COMBOURG UNITED ";560550;"";"";""
17352;"GF DU LYS";560551;"";"";""
17353;"MARANSIN FOOTBALL CLUB";560552;"";"";""
17354;"FOOTBALL CLUB LES BORDS DE L  EURE";560553;"";"";""
17355;"GJ RIVES D  ALLIER ACADEMIE";560554;"#092669";"#dc143c";""
17356;"FOOTBALL SUD BOUZANNE";560555;"";"";""
17357;"FOOTBALL CLUB BELLOVAQUES";860556;"";"";""
17358;"FOOTBALL CLUB SAINT QUIRIN";560556;"";"";""
17359;"JEUNESSE SPORTIVE CALVI";560557;"";"";""
17360;"FOOTBALL CLUB NIMES COURBESSAC";560558;"";"";""
17361;"ANZIEUX FOOT";560559;"";"";""
17362;"GROUPEMENT JEUNES FUVEAU GREASQUE";560560;"";"";""
17363;"ASSOCIATION SPORT CULTURE VALLEE DE L  HUVEAUNE";560561;"";"";""
17364;"LES MINOTS DU VASIO";560562;"";"";""
17365;"ASSOCIATION SPORTIVE SAND";560563;"";"";""
17367;"A. S. DE GIRMONT FOOT";560564;"#dc143c";"#000000";""
17368;"PAYS DE LA FORCE - GINESTET";560565;"";"";""
17369;"FOOTBALL CLUB OZENX-MONTESTRUCQ (F.C.O.M)";860565;"";"";""
17370;"UNION SPORTIVE DE MONTATAIRE";560566;"";"";""
17371;"VÉTÉRANS FOOTBALL CLUB NANTEUILLAIS";860566;"";"";""
17372;"GROUPEMENTJEUNES ST QUENTIN-BLESSY MAMETZ-REBECQUE";560567;"#FFD41C";"#dc143c";""
17373;"A. S. PAYROUX CHARROUX MAUPREVOIR";860568;"";"";""
17374;"UNION SPORTIVE VAL DE SOMME";560568;"#000000";"#092669";""
17375;"JEUNESSE SPORTIVE CHAGNOTINE ";560569;"";"";""
17377;"FOOTBALL CLUB DE HAM SOUS VARSBERG 2.0";560570;"";"";""
17379;"UNION SPORTIVE SAINTE-CROIX";560572;"";"";""
17380;"FOOTBALL CLUB DE MOUSTERU";560573;"";"";""
17381;"LA RENAISSANCE PIERROTINE 250";560574;"";"";""
17382;"LABORATOIRE D  ACTIONS CIVIQUES 212";560575;"";"";""
17384;"G.J. J.S. VEZERE ARDOISE";560577;"#092669";"";""
17385;"FOOTBALL CLUB CLAZAY BOCAGE";560578;"";"";""
17386;"AGAPE SPORTING CLUB";560579;"";"";""
17387;"ENTENTE SR3V";560580;"";"";""
17388;"GROUPEMENT JEUNES DU PAYS MALOUIN";560581;"#000000";"#092669";""
17389;"QPZ";860580;"";"";""
17390;"GROUPEMENT ESSIGNY LE GRAND/CLASTRES";560584;"#092669";"#ffffff";""
17391;"JEUNESSE SPORTIVE DU PAYS TARUSATE FOOTBALL";560585;"#696969";"";""
17392;"SPORTICA CUINCHY";760585;"";"";""
17393;"GROUPEMENT DE JEUNES SAINT VARAUDAISE";560586;"#696969";"#006400";""
17394;"ASSOCIATION SPORTIVE LA CHAUMIERE";560588;"";"";""
17395;"SAINT DIZIER FOOTBALL FEMININ";760584;"";"";""
17397;"NEUVY VETERANS FOOTBALL";860585;"";"";""
17398;"CLUB AMITIE";560589;"";"";""
17399;"ELIPRO33 FOOTBALL CLUB";660586;"";"";""
17400;"GROUPEMENT F.C.L.R. / F.C.V.O.";560590;"#4b0082";"#ffffff";""
17401;"PERONNE FUTSAL CLUB";560591;"";"";""
17402;"ASSOCIATION DE L  UNITÉ MAYENNAISE ";860586;"";"";""
17403;"MAREAU METAL FUTSAL";560592;"";"";""
17404;"FOOTBALL CLUB CABASSUT";560593;"";"";""
17405;"TOURNON FOOTBALL CLUB";560595;"";"";""
17406;"FCVIP FUTSAL";560596;"";"";""
17407;"ASSOCIATION SPORTIVE EVRY COURCOURONNES";560597;"";"";""
17408;"ASSOCIATION LE PEROU EN BLEU";560598;"";"";""
17409;"CITÉ D¿OR";560599;"";"";""
17410;"ASSOCIATION SPORTIVE RESBASSIENNE";560600;"";"";""
17411;"ALLIANCE RÊVES D  ENFANCE ACADEMY ";560601;"";"";""
17412;"ST-BRICE A.SO";560603;"";"";""
17413;"DAMMARIE CITY ";560605;"";"";""
17414;"DES RESSORTISSANTS AFRICAINS DE ST QUENTIN YVELIN ";560606;"";"";""
17415;"ASSOCIATION SARCELLES JEUN  ESPOIRS";560607;"";"";""
17416;"FUTSAL ARRIGANS";560608;"";"";""
17417;"UNION SOLIDAIRE DE JEUNES DE TOUTES ORIGINES";560609;"";"";""
17418;"FOREVER.     (NOM DU CLUB : COMBO FUTSAL)";560610;"";"";""
17419;"FOOTBALL CLUB CONGISSOIS";560611;"";"";""
17420;"CLUB OLYMPIQUE DE PORCHEVILLE";560612;"";"";""
17421;"ASSOCIATION SPORTIVE MALGACHE";560613;"";"";""
17422;"UNION SPORTIVE OHAIN ";560614;"";"";""
17423;"WAYWOUYWEAR FOOTBALL CLUB";660597;"";"";""
17424;"UNION SPORTIVE OLYMPIQUE D  ATHIS-MONS";560615;"";"";""
17425;"ASSOCIATION SPORTIVE CONQUETOISE FUTSAL";560617;"";"";""
17426;"FOOTBALL OLYMPIQUE COUZONNAIS SPORTIF";860598;"";"";""
17427;"FC VALDOIE ";560618;"";"";""
17428;"ASSOCIATION SPORTIVE BESANCON OUEST";560619;"";"";""
17430;"ASSOCIATION SPORTIVE VALLEROISE DU FOOTBALL ";560620;"";"";""
17431;"ASPTT MANOSQUE";860621;"";"";""
17432;"UNION FUTSAL MARTINEROIS";560621;"";"";""
17433;"GROUPEMENT DE JEUNES MAREUILLAIS VERTEILLACOIS";560622;"#4b0082";"#000000";""
17434;"ASSOCIATION SIMBA NALA MARSEILLE";560623;"";"";""
17435;"TOULON FOOTBALL CLUB";560624;"";"";""
17436;"ACADÉMIE SPORTIVE DE PONT SAINTE MARIE";560625;"";"";""
17437;"JEUNESSE SPORTIVE CASTRES";560627;"";"";""
17438;"PERIGORD POURPRE FUTSAL";560628;"";"";""
17439;"FUTSAL CLUB MONTCEAU";560630;"";"";""
17440;"LES CHAMPIONS DE ST JACQUES";560631;"";"";""
17441;"M2V";560632;"";"";""
17442;"FOOTBALL CLUB BAGNOLAIS";560633;"";"";""
17443;"ASSOCIATION SPORTIVE TOULON OUEST ";560634;"";"";""
17444;"G.J. PAPILLON / ENCLAVE DU PLATEAU";560635;"#dc143c";"#006400";""
17445;"FUTSAL RACING ATHLETIC CLUB";560637;"";"";""
17446;"BOURGES SPORT ACADEMY FOOTBALL";560639;"";"";""
17447;"GF MOUZILLON-VIGNOBLE ";560640;"#dc143c";"#092669";""
17448;"FRIENDS83";860641;"";"";""
17449;"FC LUPINU ";560643;"";"";""
17450;"ELEVEN CITY";560650;"";"";""
17451;"ATHLETIQUE CLUB CARHAIX";550464;"#092669";"#ffffff";""
17452;"PLOUNEVEZ LANRIVAIN U. S.";552029;"#FFD41C";"#006400";""
17453;"ENT. DU TRIEUX F. C. PONTRIEUX";552030;"#FF6A00 ";"#000000";""
17454;"F.C. ARSAC LEPIAN MEDOC";552034;"#006400";"#000000";""
17455;"F. C. QUEVERTOIS";552031;"#dc143c";"";""
17456;"A. S. DU MENE 2014 COLLINEE";552032;"#092669";"#FFD41C";""
17457;"F. C. SAINT MEMMIE";552023;"#dc143c";"#ffffff";""
17458;"AS PASSAIS SAINT FRAIMBAULT";552038;"";"";""
17459;"U.S. LEGE CAP FERRET";552060;"#092669";"";""
17460;"E.S. CEAUX LA ROCHE";551878;"#dc143c";"";""
17461;"ENT. BOUVANCOURT HERMONVILLE";551876;"#000000";"";""
17462;"F. C. DE BELLERAY";551887;"";"";""
17463;"ECOLE INTERCOM. F. RIVARENNES";551890;"#dc143c";"#ffffff";""
17464;"AM. S.  SUGERIENNE";551900;"#dc143c";"#000000";""
17465;"GJ PAYS DE JOSSELIN";551911;"";"";""
17466;"GJ ARVOR FC PLOUDALMEZEAU";551903;"";"";""
17467;"GJ DES ENCLOS LAMPAUL GUIMILIAU";551904;"#ffffff";"";""
17468;"GJ JEUNES BIGOUDENS POULDREUZIC";551905;"#092669";"#ffffff";""
17469;"GJ MAEL CARHAIX-KB";551912;"#092669";"";""
17470;"GJ PAYS DE SULNIAC";551908;"";"";""
17471;"GJ PAYS DE MALESTROIT";551910;"#006400";"#000000";""
17472;"ST ANDIOL OLYMPIQUE";551901;"#FFD41C";"#000000";""
17473;"A. S. DU PLANTAUREL";551919;"";"";""
17474;"U. S. UNE AUTRE PROVENCE";551902;"#092669";"#FFD41C";""
17475;"GJ  4 VILLAGES";551932;"#092669";"";""
17476;"S.  C. LARUSCADE";551941;"#092669";"#000000";""
17477;"CHATELET AS FC";615981;"#FFD41C";"#000000";""
17478;"RINXENT FUTSAL CLUB";851925;"#FFD41C";"#000000";""
17479;"ENT. S. AVRICOURT MOUSSEY";551948;"#000000";"#FFD41C";""
17480;"A.  S. DE MAURUPT LE MONTOIS";551956;"#dc143c";"#ffffff";""
17481;"FREIGNE - ESPOIRS FREIGNEENS";551971;"#092669";"#ffffff";""
17482;"U. S. SERBIE 78";551934;"";"";""
17483;"OFF. MUNICIPAL / LA JEUNESSE AUBERVILLIERS";851944;"";"";""
17484;"F. C. OZOIR  77";551942;"#092669";"#ffffff";""
17485;"PORTUGAISE DE L  OURQ DE MITRY A.S.";551896;"#ffffff";"#000000";""
17486;"O. MONTMARTINAIS";551953;"#092669";"#000000";""
17487;"F. C. TALLEVENDAIS";551950;"#092669";"#ffffff";""
17488;"BETHENY FORMATION CLUB";551980;"#4b0082";"#ffffff";""
17489;"FRENCQ UNION SPORTIVE";551924;"#dc143c";"";""
17490;"BRIASTRE UNION SPORTIVE";551920;"#dc143c";"#ffffff";""
17491;"AISEREY IZEURE FOOTBALL CLUB";552004;"";"";""
17492;"A.S. PORTUGAIS ST FRANCOIS THIONVILLE";552006;"#dc143c";"";""
17493;"A.S. DE PROPIERES";551997;"#092669";"#ffffff";""
17494;"RHONE CRUSSOL FOOT 07";551992;"#000000";"#ffffff";""
17495;"JARGEAU ST.DENIS F.C.";552008;"#dc143c";"#FFD41C";""
17496;"U.S. SUD FOREZIENNE";552011;"#006400";"";""
17497;"F.C. MARTIGNAS ILLAC";552012;"#092669";"#FFD41C";""
17498;"A. C. SAINT CYR LUSO FRANCAISE";551935;"";"";""
17499;"ETOILE BOBIGNY";551943;"";"";""
17500;"NEW TEAM VINCENNES AU CORNER";615997;"";"";""
17501;"A. S. C. AVICENNE";551972;"";"";""
17502;"U.S. LESQUIELLES ST GERMAIN";551947;"#FFD41C";"#000000";""
17503;"ENTENTE SPORTIVE PARIS XIII";551989;"#dc143c";"#092669";""
17504;"CERGY PONTOISE F.C.";551988;"#092669";"#ffffff";""
17505;"F. C. D  EPINAY ATHLETICO";551987;"#000000";"#dc143c";""
17506;"ENT.S. BEAUCERONNE";552017;"#092669";"";""
17507;"A.S. COMMERCANTS HAVRAIS ET AGGLOMERATION";815995;"#696969";"#000000";""
17508;"FACHES THUMESNIL F. C.";552020;"";"";""
17517;"U.S. MUIDES - ST.DYE";552065;"#092669";"";""
17518;"U.S. NOZACOISE";552062;"";"";""
17519;"ESPOIR FOOTBALL CLUB 88";552063;"";"";""
17520;"GJ BECON LOUROUSCAVIL";552074;"#FFD41C";"";""
17521;"GJ CHEMILLE MAUG MEL";552075;"#696969";"";""
17522;"GJ ST DENIS-CHAU-COP";552081;"";"";""
17523;"GJ BROUZIL-CHAVAGRAB";552082;"#ffffff";"#000000";""
17524;"ESPOIR CLUB COURSANAIS";552043;"#092669";"#ffffff";""
17525;"CREUSE AVENIR 2005";552084;"#ffffff";"#092669";""
17526;"R.C. SAUVETERRE";552049;"#092669";"#ffffff";""
17527;"ENT. S. RHONE GARDON";552069;"#000000";"#FFD41C";""
17528;"TRELISSAC F. C.";552085;"#ffffff";"";""
17529;"STADE OLYMPIQUE ANIANAIS";552086;"#ffffff";"#092669";""
17530;"A. S. PUISSALICON  MAGALAS";552088;"#ffffff";"#FFD41C";""
17531;"U. S. FAYL BILLOT HORTES";552051;"";"";""
17532;"S. C.  ARTHEZ LACQ AUDEJOS";552099;"#ffffff";"#000000";""
17533;"OLERON F. C.";552100;"#dc143c";"#ffffff";""
17534;"ACCES";552165;"#092669";"#000000";""
17535;"AM. ANTILLAISE DU 93";552035;"";"";""
17536;"F. C. TREBEURDEN PLEUMEUR BODOU";552103;"#FF6A00 ";"#092669";""
17537;"DAMPIERRE F.";552066;"#FF6A00 ";"#000000";""
17538;"U. S. F. FAREBERSVILLER 05";552087;"#092669";"#ffffff";""
17539;"A.S. NOUAN-LAMOTTE";552107;"#092669";"#dc143c";""
17540;"ENT.  S.  BUSSIERES POINSON";552108;"#FFD41C";"#006400";""
17541;"A.C. DE GOND PONTOUVRE";552109;"#dc143c";"#ffffff";""
17542;"MYA FUTSAL ESSONNE";552106;"#000000";"#ffffff";""
17543;"SANCY ARTENSE FOOT";552127;"";"";""
17544;"U. S. D  URFE";552126;"#FF6A00 ";"#006400";""
17545;"FOOTBALL EN MONT PILAT";552125;"#006400";"#FFD41C";""
17546;"A. S. VER SAU";552124;"#dc143c";"#FFD41C";""
17547;"ASSOCIATION DES JEUNES FOOTBALLEURS DU VIMEU";552131;"#092669";"#dc143c";""
17548;"ENT. S. WOIPPY";552130;"#dc143c";"";""
17549;"U.S. CROTELLES";552056;"#006400";"#000000";""
17550;"AMIENS F.C.";552113;"#ffffff";"#dc143c";""
17551;"A.S. DU PAYS NESLOIS";552089;"#dc143c";"";""
17552;"F.C. DU PAYS DE L  ARBRESLE";552157;"#696969";"#000000";""
17553;"F. SUD 74";552156;"#000000";"#ffffff";""
17554;"U. S. MONTMEYRAN";552154;"#000000";"#006400";""
17555;"AIL MANISSIEUX MI PLAINE ET LA FOUILLOUSE";852153;"#dc143c";"#092669";""
17556;"KOCHERSBERG AS";552159;"#dc143c";"#ffffff";""
17557;"U. S. THIEBLEMONT-FAREMONT";552142;"#006400";"";""
17558;"ANGOULEME CHARENTE F.C";552163;"#092669";"";""
17559;"ET. S. DU VIGNOBLE";852167;"#FF6A00 ";"#ffffff";""
17560;"A. S. MOUTIERS ST AVAUGOURD";552170;"#092669";"#000000";""
17561;"FLOCELLIERE CHAMON/S";552171;"#092669";"#dc143c";""
17562;"A.S. CANTON VERT";552186;"#006400";"#000000";""
17563;"U.S.ST GERMANAISE";552195;"#006400";"#ffffff";""
17564;"SPORTING DE REPUBLIQUE";852115;"#000000";"#ffffff";""
17565;"F.C. 4 RIVIERES 70";552197;"#dc143c";"#000000";""
17566;"A.S.C. EUROPA";552200;"#ffffff";"#000000";""
17567;"A. J. SACRIBAINE LERY";552199;"#ffffff";"#092669";""
17568;"AS ORANGE FRANCE ISSY";616018;"#000000";"#ffffff";""
17569;"U. S.  GRANDMONT";552145;"#000000";"#092669";""
17570;"A.S. NAMPS MAISNIL";552164;"#dc143c";"";""
17571;"COEUR DE SAMBRE FUTSAL";852191;"#FFD41C";"";""
17572;"GJ DE L  HORN PLOUENAN";552204;"#006400";"#ffffff";""
17573;"F. C. LUCOUN NANTES";616023;"#000000";"";""
17574;"A. S. BESANCON ESPERANCE F.";552207;"";"";""
17575;"A. S. LIVRADOIS SUD";552110;"#dc143c";"#092669";""
17576;"F.C. DU PAYS MINIER";552232;"#696969";"#FF6A00 ";""
17577;"S. C.  ARTESIEN";552190;"#dc143c";"#ffffff";""
17578;"ABC FOOT (AMANCEY BOLANDOZ CHANTRANS)";552237;"#696969";"#000000";""
17579;"ENT. S. MORVANDELLE";552236;"#092669";"";""
17580;"ESPOIR SPORTIF DE VITROLLES";552240;"#000000";"";""
17581;"VILLENEUVE D  ASCQ METROPOLE";552189;"#092669";"";""
17582;"BEUVRAGES FUTSAL";852217;"#092669";"#ffffff";""
17583;"ENT. S. LARRE MOLAC";552252;"#006400";"#dc143c";""
17584;"F.C. CANTON MIRAMBEAU";552256;"#092669";"#006400";""
17585;"O. S. ANNEQUIN";552255;"#FFD41C";"#000000";""
17586;"F. C. FELLOW NICE";852266;"#006400";"#000000";""
17587;"A. F. C. LIBERCOURTOIS";552251;"#092669";"#ffffff";""
17588;"FIPS FOOTBALL";616027;"#006400";"#ffffff";""
17589;"A.S. PARISIENS DE BONDY";852280;"#000000";"#ffffff";""
17590;"LES CONDORS 2000";616034;"#000000";"";""
17591;"A.S.F. DE FALICON";552283;"#dc143c";"#FFD41C";""
17592;"CE CAPGEMINI TS TOULOUSE";616042;"";"";""
17593;"GOAL FUTSAL CLUB";552301;"#000000";"#FFD41C";""
17594;"A.S. BASSEENNE DE FUTSAL";852292;"#ffffff";"#dc143c";""
17595;"C.S. ALLASSACOIS";552330;"#dc143c";"#FFD41C";""
17596;"FUTSAL CLUB MORNANT";552343;"#ffffff";"";""
17597;"F. C.  CE SEMITAG";616067;"";"";""
17598;"VITRY F. C.";552367;"#006400";"#092669";""
17599;"F.C. PALUDEEN";552379;"#FFD41C";"#dc143c";""
17600;"AVENIRS DIVERS CHARTRAINS";552390;"#FFD41C";"#000000";""
17601;"A. FEM. FOOTBALL DE L  EST";752395;"#000000";"";""
17602;"ST DENIS FAV   SPORT";552391;"#dc143c";"#006400";""
17603;"A. S. CONFLUENCE";552404;"#092669";"#ffffff";""
17604;"F. C. MONTOIS";552442;"#092669";"#ffffff";""
17605;"ENT. S.  BARBERY";552440;"#FFD41C";"#dc143c";""
17606;"F.C. DE MAGNE";552446;"#FFD41C";"#000000";""
17607;"A. F. P VANDOEUVRE";552452;"#006400";"#ffffff";""
17608;"F.C. JOUE L  ABBE - LA GUIERCHE";552451;"#092669";"#000000";""
17609;"F.C. WINTZFELDEN OSENBACH 06";552458;"#000000";"";""
17610;"GJ TROIS FORETS";552461;"#092669";"";""
17611;"ET.  LAVALLOISE FUTSAL CLUB";852483;"#ffffff";"";""
17612;"ENT. S. AUVILLERS SIGNY LE PETIT";552484;"";"";""
17613;"CHAUMES GUIGNES U.S.";552497;"#dc143c";"#000000";""
17614;"G.J. VAL DE BOUTONNE";552504;"#092669";"#006400";""
17615;"G.J. VALLEE VIENNE ET MOULIERE CHAUVIGNY";552505;"#006400";"#FFD41C";""
17616;"A. S. SAINT PEREUSE FOOT ASSPF";552498;"#ffffff";"#092669";""
17617;"ENT. DES CLUBS DE F. DU PAYS MONTRESOROIS";552454;"";"";""
17618;"F.C. EURE MADRIE SEINE";552519;"";"";""
17619;"G.J. BOCAFOOT 79";552520;"#000000";"#ffffff";""
17620;"FOOTBALL CLUB SAINT CIERS D  ABZAC - MARANSIN";552522;"#000000";"#dc143c";""
17621;"U. S. DE LANTEFONTAINE";552535;"#dc143c";"#ffffff";""
17622;"F.C. FREYMING";552534;"#FFD41C";"#000000";""
17623;"U.S. AUBIETAINE-USA";552539;"";"";""
17624;"ELAN SPORTIF CAMPSOIS";552521;"#092669";"#FFD41C";""
17625;"A. S. COURTISOLS ESTAN";552536;"#000000";"";""
17626;"ENT. CAMPUAC GOLINHAC ESPEYRAC";552544;"";"";""
17627;"FOOTBALL FORMATION MAUROUX";552545;"#4b0082";"#000000";""
17628;"OFFICIAL LYON FOOTBALL";852552;"#FF6A00 ";"#000000";""
17629;"GJ ARDELAY ST PAUL";552565;"#FFD41C";"#000000";""
17630;"ELAN KOBHEEN";552559;"#092669";"";""
17631;"FOOTBALL INTER-SUPPORTERS CLUB";552548;"#006400";"#696969";""
17632;"FC CENTRE HOSPITALIER GUILLAUME REGNIER RENNES";616114;"#000000";"";""
17633;"GJ PAYS DE ROCHEFORT";552582;"#092669";"#ffffff";""
17634;"GJ PAYS ALLAIRE";552583;"#FFD41C";"#000000";""
17635;"GJ PAYS DE PLOUAY";552584;"#092669";"#ffffff";""
17636;"GJ CREDIN TRISKEL NORD MORBIHAN";552585;"";"";""
17637;"GJ MERDRIGNAC HARDOUINAIS FOOT";552589;"";"";""
17638;"GJ SUD GOELO FOOT PLOURHAN";552593;"#FFD41C";"#092669";""
17639;"CHATEAU ARNOUX ST AUBAN FUTSAL CLUB";552560;"#dc143c";"#000000";""
17640;"E.S. SAINTES FOOTBALL";552605;"#dc143c";"#092669";""
17641;"SAINT SEURIN JUNIOR CLUB";552606;"#006400";"#ffffff";""
17642;"G.J. POLE SUD CREUSE";552608;"#4b0082";"#006400";""
17643;"AMICALE SPORTIVE DAVENESCOURT";552512;"#dc143c";"#000000";""
17644;"GENERATION GAUVOIS";552549;"#dc143c";"#000000";""
17645;"A.S. PORTUGAIS DE CERGY PONTOISE";552572;"#006400";"#dc143c";""
17646;"A. S. LA HAUTE DORDOGNE";552619;"#092669";"#ffffff";""
17647;"F.  C.  ALLIGNY / ST AMAND EN PUISAYE";552547;"#dc143c";"#092669";""
17648;"GROUPE CREDIT AGRICOLE SA SPORTS";616111;"";"";""
17649;"R.C. ARPAJONNAIS";552500;"#000000";"";""
17650;"CENTRE COTE D  OR FOOT";552615;"#FFD41C";"#092669";""
17651;"F. C. DES CHEMINOTS SPORTIFS BRAGARD";552603;"";"";""
17652;"F.C. ST MAURICE - BIOLLET";552635;"#FFD41C";"#dc143c";""
17653;"F. C.  U NIOLU";552541;"#092669";"#ffffff";""
17654;"U. S.  CASSOLARD PASSAGEOIS";552639;"#092669";"#ffffff";""
17655;"J. S. ST JULIEN FOOTBALL CLUB";552588;"#FFD41C";"#092669";""
17656;"A. BELLEY VILLECHETIF BOURANTON";552628;"#FF6A00 ";"#000000";""
17657;"AM.  DE SAINT GERMAIN";552626;"#ffffff";"#092669";""
17658;"KILLEM F. C.";552599;"#092669";"#ffffff";""
17659;"SAINT OMER FUTSAL";852530;"#ffffff";"";""
17660;"F. C.  ARTIGUELOUVE ARBUS AUBERTIN";552644;"#092669";"#dc143c";""
17661;"F. C. SUD FOUGERAIS LUITRE";552651;"#FFD41C";"";""
17662;"ROOST WARENDIN F.C.";552526;"#dc143c";"#000000";""
17663;"F. C. CAUSSE SUD 46";552657;"";"";""
17664;"ECOLE  FOOTBALL GARONNE ET GASCOGNE";552660;"#000000";"#ffffff";""
17665;"AVANT GARDE VENDAYS-MONTALIVET";552666;"#dc143c";"#092669";""
17666;"S. C. NORD ATLANTIQUE DERVAL";552653;"#000000";"#092669";""
17667;"LE HAVRE S  PORT FOOTBALL FE";616122;"#ffffff";"#092669";""
17668;"L   HERMENAULT FCPB";552654;"#092669";"#ffffff";""
17669;"ENT. S. DE TARENTAISE";552674;"";"";""
17670;"SUD VENDEE FOOTBALL BENET DAMVIX MAILLE";552656;"#dc143c";"#000000";""
17671;"R.C. PARIS 10";552646;"#ffffff";"#000000";""
17672;"ANDREZE JUB-JALLAIS F. C.";552655;"#ffffff";"#696969";""
17673;"F.C. BUTTE AUX CAILLES";616119;"#dc143c";"#092669";""
17674;"U. S. VALLEE DE GARONNE";552675;"#dc143c";"";""
17675;"A.P.C.S. MAHORAIS DE BRIVE";552697;"#092669";"#FFD41C";""
17676;"F.C. SAINTE LIZAIGNE";552640;"#092669";"";""
17677;"ENT. S. NOUZIERS-LA CELLETTE";552703;"#dc143c";"#ffffff";""
17678;"TARBES PYRENEES FOOTBALL";552690;"";"";""
17679;"J. S. EUCALYPTUS";552702;"#006400";"#ffffff";""
17680;"AS NIMES CAMARGUAIS CROIX DE FER";552706;"#dc143c";"#ffffff";""
17681;"MONTPEYROUX F.C.";552708;"#dc143c";"#ffffff";""
17682;"F.C.VILLELONGUE";552712;"#000000";"#ffffff";""
17683;"AMIENS RIF";552643;"#092669";"#000000";""
17684;"PROMO SPORT DOLE CRISSEY";552728;"#092669";"#dc143c";""
17685;"GIRONDINS FUTSAL";552732;"#FFD41C";"#092669";""
17686;"BORDS DE MARNE FUTSAL";552645;"#dc143c";"#092669";""
17687;"ABC ARSENAL";552669;"#dc143c";"#ffffff";""
17688;"A. S. VILLERSEXEL ESPRELS";552729;"#092669";"#FFD41C";""
17689;"INTERCOMMUNAL S. BRESSE NORD";552748;"#000000";"#ffffff";""
17690;"VALENCE F. C.";552755;"#dc143c";"#ffffff";""
17691;"F.C. ALBERES / ARGELES";552756;"#092669";"#ffffff";""
17692;"BAHO PEZILLA F.C.";552765;"#dc143c";"#092669";""
17693;"O. F. THEZAN SAINT-GENIES";552764;"#FFD41C";"#006400";""
17694;"F.C.O. VALRAS SERIGNAN";552763;"#000000";"#696969";""
17695;"CLUB DES JEUNES ANTIBES FOOTBALL";552737;"#092669";"#dc143c";""
17696;"A. J. SAINT AUBINOISE";552762;"#ffffff";"#092669";""
17697;"A. PONT DE LA DEULE FUTSAL";852688;"#ffffff";"";""
17698;"U.S. ANGLOISE";552770;"#006400";"";""
17699;"F. C. DE BEGADAN";552775;"#ffffff";"";""
17700;"ENT. SENS VIEUX-VY GAHARD";552776;"#092669";"";""
17701;"GJ PLEUVEN ST EVARZEC ODET";552617;"#ffffff";"";""
17702;"F. C. DE VILLY LE PELLOUX";552782;"#006400";"#ffffff";""
17703;"S. C. BIGARREAUX";552780;"#ffffff";"";""
17704;"U. S. MESNARD VENDRENNES";552783;"#ffffff";"#dc143c";""
17705;"QUILLAN F.A.H.V.A.";552793;"#006400";"#092669";""
17706;"PARIS ACASA FUTSAL";552779;"#006400";"#ffffff";""
17707;"R. C. GUERREAUX LA MOTTE";552794;"#dc143c";"#000000";""
17708;"HERBLANETZ F. C.";552795;"#FFD41C";"#092669";""
17709;"COLOMBEY F. C.";552801;"#dc143c";"#000000";""
17710;"O. DE MOUSSAN MONTREDON";552807;"#092669";"#ffffff";""
17711;"J. S. MACONNAISE";552810;"#dc143c";"#000000";""
17712;"F. C. LILLERS";552692;"#dc143c";"#000000";""
17713;"BERNERIE O. C. A.";552826;"#006400";"#ffffff";""
17714;"U. S. VILLERS POLOISE";552820;"#dc143c";"#000000";""
17715;"A. S. LESDAIN";552689;"#092669";"";""
17716;"OLYMPIQUE MAS DE MINGUE";552832;"";"";""
17717;"O. ST FELIX DE LODEZ";552830;"#FF6A00 ";"#000000";""
17718;"LILLE RIENA FOOT";852741;"#000000";"";""
17719;"A. S. GLAMMS FUTSAL COMINES";852434;"";"";""
17720;"F. C.  SAINT FOLQUIN";552743;"#dc143c";"#000000";""
17721;"AM. COLBERT TOURCOING";552602;"";"";""
17722;"A. S. EDUCATIVE CITE DE L  ILL";552836;"#FFD41C";"#000000";""
17723;"A.S. C.N. ASSURANCE VIEILLESSE TOURS";852827;"#092669";"#ffffff";""
17724;"F.C. LAVAVEIX";552840;"#dc143c";"#000000";""
17725;"FUTSAL ASSOCIATION MERICOURT";852823;"";"";""
17726;"F. C.  DES HAUTS LENS";552821;"#092669";"";""
